Credibility Code,Sample Size,Precision,Abundance,Significance, AOU,Region,Species Name,Region Name,Model, N Routes, Trend, 2.5%CI, 97.5%CI,Relative Abundance
  ,  ,  ,  ,  ,1440,LA ,Wood Duck                               ,                                        , Dh,56,-0.696,-3.109,1.656,1.121
 Y,  ,  , Y,1,1440,MAN,Wood Duck                               ,                                        , Dh,52,3.483,1.111,6.099,0.295
 Y,  , Y, Y,  ,1440,MAS,Wood Duck                               ,                                        , Dh,23,3,-0.19,6.419,0.471
 Y,  ,  , Y,  ,1440,MD ,Wood Duck                               ,                                        , Dh,53,0.237,-1.926,2.431,0.477
 R,  , Y, R,  ,1440,ME ,Wood Duck                               ,                                        , Dh,26,-0.421,-3.964,3.388,0.078
 Y,  ,  , Y,  ,1440,MIC,Wood Duck                               ,                                        , Dh,57,1.869,-0.376,4.275,0.743
  ,  ,  ,  ,  ,1440,MIN,Wood Duck                               ,                                        , Dh,73,0.145,-1.762,2.126,1.946
 Y,  , Y,  ,  ,1440,MIS,Wood Duck                               ,                                        , Dh,36,-0.082,-3.145,3.07,1.004
 Y,  ,  , Y,  ,1440,MO ,Wood Duck                               ,                                        , Dh,58,0.555,-1.671,2.898,0.377
 R,  , Y, R,  ,1440,MON,Wood Duck                               ,                                        , Dh,18,0.516,-3.303,5.063,0.056
 Y,  , Y, Y,  ,1440,NB ,Wood Duck                               ,                                        , Dh,18,-2.756,-6.646,0.998,0.137
 Y,  ,  , Y,  ,1440,NC ,Wood Duck                               ,                                        , Dh,68,1.814,-0.268,4.037,0.718
 Y,  ,  , Y,1,1440,ND ,Wood Duck                               ,                                        , Dh,35,3.06,0.261,5.93,0.602
 Y,  ,  , Y,1,1440,NEB,Wood Duck                               ,                                        , Dh,43,3.385,0.825,6.188,0.363
 R, R, R, R,  ,1440,NEV,Wood Duck                               ,                                        , Dh,3,-0.27,-5.533,4.912,0.037
 Y,  , Y, Y,  ,1440,NH ,Wood Duck                               ,                                        , Dh,22,-0.748,-3.867,2.303,0.334
 Y,  , Y, Y,  ,1440,NJ ,Wood Duck                               ,                                        , Dh,18,-0.832,-3.757,2.312,0.309
 Y,  , Y, Y,  ,1440,NS ,Wood Duck                               ,                                        , Dh,17,1.352,-2.616,5.487,0.146
 Y,  ,  , Y,  ,1440,NY ,Wood Duck                               ,                                        , Dh,87,0.213,-1.708,2.14,0.481
 Y,  ,  , Y,2,1440,OHI,Wood Duck                               ,                                        , Dh,60,-2.879,-4.965,-0.696,0.455
 Y,  ,  , Y,  ,1440,OKL,Wood Duck                               ,                                        , Dh,29,0.322,-2.207,3.117,0.185
 Y,  ,  , Y,  ,1440,ONT,Wood Duck                               ,                                        , Dh,102,0.925,-1.061,2.913,0.25
 Y,  , Y, Y,  ,1440,ORE,Wood Duck                               ,                                        , Dh,27,-2.38,-5.56,0.709,0.135
 Y,  ,  , Y,1,1440,PA ,Wood Duck                               ,                                        , Dh,83,1.986,0.149,3.913,0.342
 Y,  ,  , Y,  ,1440,QUE,Wood Duck                               ,                                        , Dh,44,1.384,-1.468,4.226,0.117
 R, R, R, R,  ,1440,SAS,Wood Duck                               ,                                        , Dh,4,1.376,-3.934,7.169,0.011
 Y,  , Y, Y,  ,1440,SC ,Wood Duck                               ,                                        , Dh,31,-2.077,-5.214,1.01,0.363
 Y,  , Y, Y,  ,1440,SD ,Wood Duck                               ,                                        , Dh,25,-0.96,-4.56,2.508,0.428
 Y,  ,  , Y,  ,1440,TEN,Wood Duck                               ,                                        , Dh,37,-1.28,-3.452,1.042,0.37
 Y,  ,  , Y,  ,1440,TEX,Wood Duck                               ,                                        , Dh,51,-0.79,-3.081,1.601,0.283
 Y,  ,  , Y,  ,1440,VA ,Wood Duck                               ,                                        , Dh,37,0.323,-2.305,3.204,0.568
 Y,  , Y, Y,  ,1440,VT ,Wood Duck                               ,                                        , Dh,16,3.34,-0.027,7.15,0.298
 Y,  ,  , Y,  ,1440,WAS,Wood Duck                               ,                                        , Dh,34,-1.15,-3.87,1.654,0.16
 Y,  ,  , Y,  ,1440,WIS,Wood Duck                               ,                                        , Dh,88,-0.296,-2.204,1.563,0.981
 Y,  ,  , Y,  ,1440,WV ,Wood Duck                               ,                                        , Dh,37,-0.249,-3.159,2.658,0.247
 R, Y, Y, R,  ,1440,WYO,Wood Duck                               ,                                        , Dh,9,0.55,-3.008,4.465,0.022
 Y,  ,  , Y,  ,1440,CAN,Wood Duck                               ,                                        , Dh,261,1.017,-0.226,2.283,0.144
 Y,  ,  , Y,  ,1440,US ,Wood Duck                               ,                                        , Dh,1826,0.066,-0.467,0.604,0.466
 Y,  ,  , Y,  ,1440,SUR,Wood Duck                               ,                                        , Dh,2087,0.165,-0.328,0.674,0.375
 Y,  ,  , Y,  ,1440,CA1,Wood Duck                               ,                                        , Dh,261,1.017,-0.226,2.283,0.144
 Y,  ,  , Y,  ,1440,US1,Wood Duck                               ,                                        , Dh,1826,0.066,-0.467,0.604,0.466
 Y,  ,  , Y,  ,1440,SU1,Wood Duck                               ,                                        , Dh,2087,0.165,-0.328,0.674,0.375
 R, Y, R, R,  ,1400,S05,Blue-winged Teal                        ,                                        , Dh,11,-1.096,-6.599,5.191,0.016
 Y,  , Y,  ,1,1400,S06,Blue-winged Teal                        ,                                        , Dh,84,4.027,0.681,8.438,1.629
 R, R, R, R,  ,1400,S08,Blue-winged Teal                        ,                                        , Dh,3,2.047,-6.054,10.722,0.061
 R,  ,  , R,  ,1400,S09,Blue-winged Teal                        ,                                        , Dh,60,-2.459,-5.329,0.629,0.1
 Y,  , Y, Y,2,1400,S10,Blue-winged Teal                        ,                                        , Dh,70,-4.282,-7.326,-1.036,0.104
  ,  ,  ,  ,  ,1400,S11,Blue-winged Teal                        ,                                        , Dh,299,1.238,-0.147,2.626,16.197
 R,  , Y, R,2,1400,S12,Blue-winged Teal                        ,                                        , Dh,64,-5.346,-8.616,-1.975,0.08
 R,  , Y, R,2,1400,S13,Blue-winged Teal                        ,                                        , Dh,43,-7.566,-11.038,-4.309,0.056
 R,  , Y, R,  ,1400,S14,Blue-winged Teal                        ,                                        , Dh,16,-3.004,-7.008,1.382,0.036
 R,  , Y, R,  ,1400,S16,Blue-winged Teal                        ,                                        , Dh,24,-3.43,-7.966,1.197,0.029
  ,  ,  ,  ,  ,1400,S17,Blue-winged Teal                        ,                                        , Dh,78,0.678,-1.608,2.994,1
 Y,  , Y, Y,  ,1400,S18,Blue-winged Teal                        ,                                        , Dh,56,2.967,-0.197,6.611,0.338
 Y,  , Y, Y,  ,1400,S19,Blue-winged Teal                        ,                                        , Dh,62,3.004,-0.053,6.277,0.327
 R, Y, R, R,  ,1400,S21,Blue-winged Teal                        ,                                        , Dh,8,-1.347,-8.853,6.093,0.021
 R,  , Y, R,  ,1400,S22,Blue-winged Teal                        ,                                        , Dh,44,1.808,-1.588,5.593,0.036
 Y,  , Y, Y,2,1400,S23,Blue-winged Teal                        ,                                        , Dh,61,-5.4,-8.468,-2.318,0.591
 R, R, R, R,  ,1400,S24,Blue-winged Teal                        ,                                        , Dh,1,-3.756,-12.448,4.696,0.002
 R, Y, R, R,  ,1400,S26,Blue-winged Teal                        ,                                        , Dh,6,-2.529,-11.124,5.553,0.042
 R, R, R, R,  ,1400,S28,Blue-winged Teal                        ,                                        , Dh,0,-3.881,-11.987,4.855,0.002
 R, R, R, R,  ,1400,S30,Blue-winged Teal                        ,                                        , Dh,0,-2.937,-11.405,5.085,0.004
 R, R, R, R,  ,1400,S32,Blue-winged Teal                        ,                                        , Dh,1,-5.253,-13.918,4.119,0.002
 R, R, R, R,  ,1400,S35,Blue-winged Teal                        ,                                        , Dh,1,-1.604,-12.471,8.482,0.011
 R, Y, R, R,  ,1400,S36,Blue-winged Teal                        ,                                        , Dh,8,7.551,-1.137,17.161,0.03
 R,  , R, Y,  ,1400,S37,Blue-winged Teal                        ,                                        , Dh,17,3.2,-1.731,8.547,0.182
  ,  ,  ,  ,1,1400,ALB,Blue-winged Teal                        ,                                        , Dh,138,2.206,0.472,4,4.477
 R, Y, R, R,  ,1400,ARK,Blue-winged Teal                        ,                                        , Dh,6,-2.529,-11.124,5.553,0.042
 R,  , Y, R,2,1400,BC ,Blue-winged Teal                        ,                                        , Dh,32,-6.033,-10.752,-1.183,0.074
 R, Y, Y, R,  ,1400,CAL,Blue-winged Teal                        ,                                        , Dh,7,-0.888,-5.071,3.547,0.012
 Y,  , Y, Y,  ,1400,COL,Blue-winged Teal                        ,                                        , Dh,46,-2.874,-6.473,0.529,0.123
 R, R, R, R,  ,1400,DEL,Blue-winged Teal                        ,                                        , Dh,0,-3.819,-18.165,6.332,0.006
 R,  , Y, R,  ,1400,IA ,Blue-winged Teal                        ,                                        , Dh,16,0.735,-3.924,5.469,0.079
 R,  , Y, R,2,1400,IDA,Blue-winged Teal                        ,                                        , Dh,14,-4.61,-9.166,-0.036,0.046
 R,  , R, R,2,1400,ILL,Blue-winged Teal                        ,                                        , Dh,16,-7.232,-14.081,-1.241,0.012
 R, Y, R, R,  ,1400,IND,Blue-winged Teal                        ,                                        , Dh,9,-0.771,-7.462,5.989,0.038
 Y,  , Y, Y,  ,1400,KAN,Blue-winged Teal                        ,                                        , Dh,28,3.396,-0.65,7.913,0.124
 R, Y, R, R,  ,1400,LA ,Blue-winged Teal                        ,                                        , Dh,8,3.7,-3.079,10.95,0.083
  ,  ,  ,  ,  ,1400,MAN,Blue-winged Teal                        ,                                        , Dh,64,-0.047,-2.324,2.206,2.603
 R, R, R, R,  ,1400,MD ,Blue-winged Teal                        ,                                        , Dh,0,-3.805,-14.516,6.73,0.002
 R, R, R, R,  ,1400,ME ,Blue-winged Teal                        ,                                        , Dh,1,-5.654,-17.408,5.206,0.001
 R,  , R, R,2,1400,MIC,Blue-winged Teal                        ,                                        , Dh,19,-8.295,-14.171,-2.83,0.015
  ,  ,  ,  ,2,1400,MIN,Blue-winged Teal                        ,                                        , Dh,61,-2.997,-5.524,-0.433,1.262
 R, R, R, R,  ,1400,MO ,Blue-winged Teal                        ,                                        , Dh,0,-2.705,-11.993,6.17,0.003
 Y,  ,  , Y,  ,1400,MON,Blue-winged Teal                        ,                                        , Dh,59,2.159,-0.302,4.82,0.623
 R, Y, R, R,  ,1400,NB ,Blue-winged Teal                        ,                                        , Dh,8,-3.548,-9.737,2.536,0.037
  ,  ,  ,  ,  ,1400,ND ,Blue-winged Teal                        ,                                        , Dh,48,1.828,-0.279,3.991,25.755
 Y,  , Y, Y,1,1400,NEB,Blue-winged Teal                        ,                                        , Dh,37,3.364,0.089,7.003,0.687
